Staff_group,Reason,SA_rate_pct,Reason_code,Reason_name,Month
Support to ambulance staff,S32 Substance abuse,0,S32,Substance abuse,2021-04
Senior managers,S32 Substance abuse,0,S32,Substance abuse,2021-04
Managers,S32 Substance abuse,0,S32,Substance abuse,2021-04
Other staff or those with unknown classification,S32 Substance abuse,0,S32,Substance abuse,2021-04
Other and Local HCHS Doctor Grades,S99 Unknown causes / Not specified,0,S99,Unknown causes / Not specified,2021-04
All staff groups,S10 Anxiety/stress/depression/other psychiatric illnesses,452745.427200001,S10,Anxiety/stress/depression/other psychiatric illnesses,2021-03
Professionally qualified clinical staff,S10 Anxiety/stress/depression/other psychiatric illnesses,200750.85926,S10,Anxiety/stress/depression/other psychiatric illnesses,2021-03
Support to clinical staff,S10 Anxiety/stress/depression/other psychiatric illnesses,184739.16786,S10,Anxiety/stress/depression/other psychiatric illnesses,2021-03
"Support to doctors, nurses & midwives",S10 Anxiety/stress/depression/other psychiatric illnesses,142416.01452,S10,Anxiety/stress/depression/other psychiatric illnesses,2021-03
All staff groups,S12 Other musculoskeletal problems,134982.45799,S12,Other musculoskeletal problems,2021-03
Nurses & health visitors,S10 Anxiety/stress/depression/other psychiatric illnesses,127474.319,S10,Anxiety/stress/depression/other psychiatric illnesses,2021-03
All staff groups,S98 Other known causes - not elsewhere classified,104076.932739999,S98,Other known causes - not elsewhere classified,2021-03
All staff groups,S25 Gastrointestinal problems,97025.5191299992,S25,Gastrointestinal problems,2021-03
All staff groups,S27 Infectious diseases,91301.6424699999,S27,Infectious diseases,2021-03
All staff groups,S11 Back Problems,87064.3998199999,S11,Back Problems,2021-03
All staff groups,S15 Chest & respiratory problems,84482.0964899999,S15,Chest & respiratory problems,2021-03
All staff groups,S13 Cold Cough Flu - Influenza,81051.1940699997,S13,Cold Cough Flu - Influenza,2021-03
All staff groups,S28 Injury fracture,78596.3935899999,S28,Injury fracture,2021-03
NHS infrastructure support,S10 Anxiety/stress/depression/other psychiatric illnesses,66918.49514,S10,Anxiety/stress/depression/other psychiatric illnesses,2021-03
Support to clinical staff,S12 Other musculoskeletal problems,61965.14752,S12,Other musculoskeletal problems,2021-03
Professionally qualified clinical staff,S12 Other musculoskeletal problems,53973.25896,S12,Other musculoskeletal problems,2021-03
All staff groups,S99 Unknown causes / Not specified,48472.81601,S99,Unknown causes / Not specified,2021-03
"Support to doctors, nurses & midwives",S12 Other musculoskeletal problems,48393.17016,S12,Other musculoskeletal problems,2021-03
All staff groups,S26 Genitourinary & gynaecological disorders,47104.69682,S26,Genitourinary & gynaecological disorders,2021-03
Professionally qualified clinical staff,S98 Other known causes - not elsewhere classified,46848.6531100001,S98,Other known causes - not elsewhere classified,2021-03
All staff groups,S30 Pregnancy related disorders,45593.63991,S30,Pregnancy related disorders,2021-03
All staff groups,S16 Headache / migraine,45224.4799800001,S16,Headache / migraine,2021-03
All staff groups,S17 Benign and malignant tumours cancers,44780.96859,S17,Benign and malignant tumours cancers,2021-03
Professionally qualified clinical staff,S27 Infectious diseases,43810.05223,S27,Infectious diseases,2021-03
Support to clinical staff,S25 Gastrointestinal problems,41865.6886700001,S25,Gastrointestinal problems,2021-03
Professionally qualified clinical staff,S25 Gastrointestinal problems,41737.2899000001,S25,Gastrointestinal problems,2021-03
"Scientific, therapeutic & technical staff",S10 Anxiety/stress/depression/other psychiatric illnesses,41518.25485,S10,Anxiety/stress/depression/other psychiatric illnesses,2021-03
Support to clinical staff,S98 Other known causes - not elsewhere classified,40605.1708600001,S98,Other known causes - not elsewhere classified,2021-03
Professionally qualified clinical staff,S13 Cold Cough Flu - Influenza,39026.1987400001,S13,Cold Cough Flu - Influenza,2021-03
Professionally qualified clinical staff,S15 Chest & respiratory problems,37782.0750500001,S15,Chest & respiratory problems,2021-03
Support to clinical staff,S27 Infectious diseases,37621.77726,S27,Infectious diseases,2021-03
Nurses & health visitors,S12 Other musculoskeletal problems,37326.78721,S12,Other musculoskeletal problems,2021-03
Support to clinical staff,S11 Back Problems,37306.47309,S11,Back Problems,2021-03
Professionally qualified clinical staff,S11 Back Problems,36594.37051,S11,Back Problems,2021-03
Central functions,S10 Anxiety/stress/depression/other psychiatric illnesses,35965.90908,S10,Anxiety/stress/depression/other psychiatric illnesses,2021-03
Support to clinical staff,S15 Chest & respiratory problems,35332.03936,S15,Chest & respiratory problems,2021-03
All staff groups,S19 Heart cardiac & circulatory problems,35271.19856,S19,Heart cardiac & circulatory problems,2021-03
Support to clinical staff,S28 Injury fracture,34795.56976,S28,Injury fracture,2021-03
Support to clinical staff,S13 Cold Cough Flu - Influenza,32697.1442800001,S13,Cold Cough Flu - Influenza,2021-03
"Support to doctors, nurses & midwives",S98 Other known causes - not elsewhere classified,32136.7871300001,S98,Other known causes - not elsewhere classified,2021-03
Professionally qualified clinical staff,S28 Injury fracture,32053.31967,S28,Injury fracture,2021-03
"Support to doctors, nurses & midwives",S25 Gastrointestinal problems,30959.3043300001,S25,Gastrointestinal problems,2021-03
Nurses & health visitors,S98 Other known causes - not elsewhere classified,29672.3543500001,S98,Other known causes - not elsewhere classified,2021-03
Support to ST&T staff,S10 Anxiety/stress/depression/other psychiatric illnesses,29663.86963,S10,Anxiety/stress/depression/other psychiatric illnesses,2021-03
"Support to doctors, nurses & midwives",S11 Back Problems,27800.6433,S11,Back Problems,2021-03
Nurses & health visitors,S27 Infectious diseases,27767.41435,S27,Infectious diseases,2021-03
"Support to doctors, nurses & midwives",S27 Infectious diseases,27653.98939,S27,Infectious diseases,2021-03
Professionally qualified clinical staff,S30 Pregnancy related disorders,27102.37746,S30,Pregnancy related disorders,2021-03
All staff groups,S21 Ear nose throat (ENT),26595.4093,S21,Ear nose throat (ENT),2021-03
"Support to doctors, nurses & midwives",S15 Chest & respiratory problems,26486.90674,S15,Chest & respiratory problems,2021-03
Nurses & health visitors,S25 Gastrointestinal problems,26365.9409500001,S25,Gastrointestinal problems,2021-03
"Support to doctors, nurses & midwives",S28 Injury fracture,25959.7607,S28,Injury fracture,2021-03
"Support to doctors, nurses & midwives",S13 Cold Cough Flu - Influenza,25714.1009000001,S13,Cold Cough Flu - Influenza,2021-03
Nurses & health visitors,S13 Cold Cough Flu - Influenza,25278.0000800001,S13,Cold Cough Flu - Influenza,2021-03
Nurses & health visitors,S11 Back Problems,24591.24408,S11,Back Problems,2021-03
"Hotel, property & estates",S10 Anxiety/stress/depression/other psychiatric illnesses,24110.90573,S10,Anxiety/stress/depression/other psychiatric illnesses,2021-03
Nurses & health visitors,S15 Chest & respiratory problems,23775.56425,S15,Chest & respiratory problems,2021-03
Professionally qualified clinical staff,S99 Unknown causes / Not specified,23448.90652,S99,Unknown causes / Not specified,2021-03
Professionally qualified clinical staff,S26 Genitourinary & gynaecological disorders,21865.63282,S26,Genitourinary & gynaecological disorders,2021-03
Professionally qualified clinical staff,S16 Headache / migraine,20939.5114300001,S16,Headache / migraine,2021-03
Support to clinical staff,S26 Genitourinary & gynaecological disorders,19888.47083,S26,Genitourinary & gynaecological disorders,2021-03
Nurses & health visitors,S28 Injury fracture,19154.15384,S28,Injury fracture,2021-03
Nurses & health visitors,S30 Pregnancy related disorders,19118.11144,S30,Pregnancy related disorders,2021-03
NHS infrastructure support,S12 Other musculoskeletal problems,18915.99151,S12,Other musculoskeletal problems,2021-03
Professionally qualified clinical staff,S17 Benign and malignant tumours cancers,18733.35743,S17,Benign and malignant tumours cancers,2021-03
Support to clinical staff,S16 Headache / migraine,18361.0156800001,S16,Headache / migraine,2021-03
Support to clinical staff,S99 Unknown causes / Not specified,17780.00439,S99,Unknown causes / Not specified,2021-03
Support to clinical staff,S17 Benign and malignant tumours cancers,17465.13913,S17,Benign and malignant tumours cancers,2021-03
NHS infrastructure support,S98 Other known causes - not elsewhere classified,16548.28881,S98,Other known causes - not elsewhere classified,2021-03
"Support to doctors, nurses & midwives",S26 Genitourinary & gynaecological disorders,15646.00099,S26,Genitourinary & gynaecological disorders,2021-03
Professionally qualified clinical staff,S19 Heart cardiac & circulatory problems,15368.13615,S19,Heart cardiac & circulatory problems,2021-03
Support to clinical staff,S30 Pregnancy related disorders,15067.83134,S30,Pregnancy related disorders,2021-03
Nurses & health visitors,S26 Genitourinary & gynaecological disorders,14875.99789,S26,Genitourinary & gynaecological disorders,2021-03
All staff groups,S29 Nervous system disorders,14554.16249,S29,Nervous system disorders,2021-03
Support to clinical staff,S19 Heart cardiac & circulatory problems,14162.61084,S19,Heart cardiac & circulatory problems,2021-03
"Support to doctors, nurses & midwives",S17 Benign and malignant tumours cancers,13936.54813,S17,Benign and malignant tumours cancers,2021-03
HCHS doctors,S10 Anxiety/stress/depression/other psychiatric illnesses,13807.93178,S10,Anxiety/stress/depression/other psychiatric illnesses,2021-03
"Support to doctors, nurses & midwives",S16 Headache / migraine,13781.55317,S16,Headache / migraine,2021-03
"Support to doctors, nurses & midwives",S99 Unknown causes / Not specified,13479.21025,S99,Unknown causes / Not specified,2021-03
NHS infrastructure support,S25 Gastrointestinal problems,13363.80725,S25,Gastrointestinal problems,2021-03
"Hotel, property & estates",S12 Other musculoskeletal problems,13167.43517,S12,Other musculoskeletal problems,2021-03
Nurses & health visitors,S99 Unknown causes / Not specified,13149.75846,S99,Unknown causes / Not specified,2021-03
Nurses & health visitors,S16 Headache / migraine,13123.46736,S16,Headache / migraine,2021-03
NHS infrastructure support,S11 Back Problems,13122.39627,S11,Back Problems,2021-03
Support to ambulance staff,S10 Anxiety/stress/depression/other psychiatric illnesses,12659.28371,S10,Anxiety/stress/depression/other psychiatric illnesses,2021-03
All staff groups,S23 Eye problems,12589.39004,S23,Eye problems,2021-03
"Support to doctors, nurses & midwives",S30 Pregnancy related disorders,12408.60429,S30,Pregnancy related disorders,2021-03
All staff groups,S31 Skin disorders,12188.66573,S31,Skin disorders,2021-03
Professionally qualified clinical staff,S21 Ear nose throat (ENT),11836.41312,S21,Ear nose throat (ENT),2021-03
NHS infrastructure support,S28 Injury fracture,11691.50416,S28,Injury fracture,2021-03
NHS infrastructure support,S15 Chest & respiratory problems,11314.75539,S15,Chest & respiratory problems,2021-03
Nurses & health visitors,S17 Benign and malignant tumours cancers,11019.52478,S17,Benign and malignant tumours cancers,2021-03
Support to clinical staff,S21 Ear nose throat (ENT),10886.11148,S21,Ear nose throat (ENT),2021-03
"Support to doctors, nurses & midwives",S19 Heart cardiac & circulatory problems,10655.11597,S19,Heart cardiac & circulatory problems,2021-03
Midwives,S10 Anxiety/stress/depression/other psychiatric illnesses,10246.92861,S10,Anxiety/stress/depression/other psychiatric illnesses,2021-03
Nurses & health visitors,S19 Heart cardiac & circulatory problems,9916.43314,S19,Heart cardiac & circulatory problems,2021-03
NHS infrastructure support,S27 Infectious diseases,9815.61298,S27,Infectious diseases,2021-03
"Scientific, therapeutic & technical staff",S12 Other musculoskeletal problems,9356.46667,S12,Other musculoskeletal problems,2021-03
NHS infrastructure support,S13 Cold Cough Flu - Influenza,9295.98438,S13,Cold Cough Flu - Influenza,2021-03
"Scientific, therapeutic & technical staff",S25 Gastrointestinal problems,8989.37616,S25,Gastrointestinal problems,2021-03
"Scientific, therapeutic & technical staff",S98 Other known causes - not elsewhere classified,8863.57412,S98,Other known causes - not elsewhere classified,2021-03
Support to ST&T staff,S12 Other musculoskeletal problems,8685.17872,S12,Other musculoskeletal problems,2021-03
"Hotel, property & estates",S11 Back Problems,8618.49116,S11,Back Problems,2021-03
NHS infrastructure support,S17 Benign and malignant tumours cancers,8582.47203,S17,Benign and malignant tumours cancers,2021-03
"Scientific, therapeutic & technical staff",S13 Cold Cough Flu - Influenza,8186.87258,S13,Cold Cough Flu - Influenza,2021-03
"Scientific, therapeutic & technical staff",S27 Infectious diseases,8142.31651,S27,Infectious diseases,2021-03
All staff groups,S22 Dental and oral problems,8087.79918,S22,Dental and oral problems,2021-03
"Support to doctors, nurses & midwives",S21 Ear nose throat (ENT),7894.79801,S21,Ear nose throat (ENT),2021-03
Ambulance staff,S10 Anxiety/stress/depression/other psychiatric illnesses,7703.42502,S10,Anxiety/stress/depression/other psychiatric illnesses,2021-03
"Hotel, property & estates",S28 Injury fracture,7701.13675,S28,Injury fracture,2021-03
Nurses & health visitors,S21 Ear nose throat (ENT),7613.90334,S21,Ear nose throat (ENT),2021-03
Support to ST&T staff,S25 Gastrointestinal problems,7578.77275,S25,Gastrointestinal problems,2021-03
"Hotel, property & estates",S98 Other known causes - not elsewhere classified,7538.72503,S98,Other known causes - not elsewhere classified,2021-03
NHS infrastructure support,S99 Unknown causes / Not specified,7224.85181999999,S99,Unknown causes / Not specified,2021-03
Central functions,S98 Other known causes - not elsewhere classified,7220.11759,S98,Other known causes - not elsewhere classified,2021-03
"Scientific, therapeutic & technical staff",S15 Chest & respiratory problems,7106.25329,S15,Chest & respiratory problems,2021-03
Professionally qualified clinical staff,S29 Nervous system disorders,6984.43677,S29,Nervous system disorders,2021-03
"Hotel, property & estates",S25 Gastrointestinal problems,6913.25204,S25,Gastrointestinal problems,2021-03
All staff groups,S24 Endocrine / glandular problems,6251.10607,S24,Endocrine / glandular problems,2021-03
Support to ST&T staff,S98 Other known causes - not elsewhere classified,6249.52789,S98,Other known causes - not elsewhere classified,2021-03
"Scientific, therapeutic & technical staff",S11 Back Problems,6164.53699,S11,Back Problems,2021-03
All staff groups,S18 Blood disorders,6066.35527,S18,Blood disorders,2021-03
"Hotel, property & estates",S15 Chest & respiratory problems,6027.09496,S15,Chest & respiratory problems,2021-03
NHS infrastructure support,S16 Headache / migraine,5847.76622,S16,Headache / migraine,2021-03
"Scientific, therapeutic & technical staff",S28 Injury fracture,5768.66529,S28,Injury fracture,2021-03
Support to clinical staff,S29 Nervous system disorders,5739.56351,S29,Nervous system disorders,2021-03
"Hotel, property & estates",S27 Infectious diseases,5723.19929,S27,Infectious diseases,2021-03
Support to ST&T staff,S11 Back Problems,5675.60996,S11,Back Problems,2021-03
NHS infrastructure support,S19 Heart cardiac & circulatory problems,5651.17157,S19,Heart cardiac & circulatory problems,2021-03
Professionally qualified clinical staff,S23 Eye problems,5627.06589,S23,Eye problems,2021-03
Support to clinical staff,S31 Skin disorders,5537.53888,S31,Skin disorders,2021-03
Central functions,S25 Gastrointestinal problems,5441.38164,S25,Gastrointestinal problems,2021-03
